aug_id,source_query_id,label_intent,message_text,source
AUGB_00034,CAB_002,calculate_accommodation_billing,Please compute accommodation billing: Compute my accommodation total if room rate is 2500 for 2 nights.,manual_failure_paraphrase_v1
AUGB_00035,CAB_003,calculate_accommodation_billing,Please compute accommodation billing: Calculate inn payment for 4 people staying one night.,manual_failure_paraphrase_v1
AUGB_00036,CAB_003,calculate_accommodation_billing,I need help with this: calculate inn payment for 4 people staying one night.,manual_failure_paraphrase_v1
AUGB_00037,CAB_004,calculate_accommodation_billing,What is my lodging billing total with 12 percent tax and service fee?,manual_failure_paraphrase_v1
AUGB_00038,CAB_004,calculate_accommodation_billing,Please compute accommodation billing: What is my lodging bill with 12 percent tax and service fee?,manual_failure_paraphrase_v1
AUGB_00039,CAB_005,calculate_accommodation_billing,Please compute accommodation billing: Please estimate the room billing from April 10 to April 13.,manual_failure_paraphrase_v1
AUGB_00040,CAB_005,calculate_accommodation_billing,I need help with this: Please estimate the room billing from April 10 to April 13.,manual_failure_paraphrase_v1
AUGB_00041,CAB_006,calculate_accommodation_billing,Please compute accommodation billing: Show the accommodation cost breakdown for 3 nights.,manual_failure_paraphrase_v1
AUGB_00042,CAB_006,calculate_accommodation_billing,I need help with this: Show the accommodation cost breakdown for 3 nights.,manual_failure_paraphrase_v1
AUGB_00043,CAB_007,calculate_accommodation_billing,How much should I pay for this hotel or inn booking?,manual_failure_paraphrase_v1
AUGB_00044,CAB_007,calculate_accommodation_billing,Please compute accommodation billing: How much should I pay for this hotel booking?,manual_failure_paraphrase_v1
AUGB_00045,CAB_008,calculate_accommodation_billing,Can you calculate my total accommodation charges?,manual_failure_paraphrase_v1
AUGB_00046,CAB_008,calculate_accommodation_billing,Please compute accommodation billing: Can you compute my total accommodation charges?,manual_failure_paraphrase_v1
AUGB_00047,CAB_009,calculate_accommodation_billing,calculate hotel or inn billing for one deluxe room for two days.,manual_failure_paraphrase_v1
AUGB_00048,CAB_009,calculate_accommodation_billing,Please compute accommodation billing: Calculate hotel billing for one deluxe room for two days.,manual_failure_paraphrase_v1
AUGB_00049,CAB_010,calculate_accommodation_billing,Give me the expected inn billing total including extra bed fee.,manual_failure_paraphrase_v1
AUGB_00050,CAB_010,calculate_accommodation_billing,Please compute accommodation billing: Give me the expected inn bill including extra bed fee.,manual_failure_paraphrase_v1
AUGB_00051,CAB_011,calculate_accommodation_billing,Please compute accommodation billing: What is the final amount due for my accommodation stay?,manual_failure_paraphrase_v1
AUGB_00052,CAB_011,calculate_accommodation_billing,I need help with this: What is the final amount due for my accommodation stay?,manual_failure_paraphrase_v1
AUGB_00053,CAB_012,calculate_accommodation_billing,Please total my hotel or inn payment before checkout.,manual_failure_paraphrase_v1
AUGB_00054,CAB_012,calculate_accommodation_billing,Please compute accommodation billing: Please total my hotel payment before checkout.,manual_failure_paraphrase_v1
AUGB_00055,CAB_013,calculate_accommodation_billing,calculate the accommodation invoice for my reservation.,manual_failure_paraphrase_v1
AUGB_00056,CAB_013,calculate_accommodation_billing,Please compute accommodation billing: Compute the accommodation invoice for my reservation.,manual_failure_paraphrase_v1
AUGB_00057,CAB_014,calculate_accommodation_billing,Please compute accommodation billing: How much is the lodging fee if we stay 5 nights?,manual_failure_paraphrase_v1
AUGB_00058,CAB_014,calculate_accommodation_billing,I need help with this: How much is the lodging fee if we stay 5 nights?,manual_failure_paraphrase_v1
AUGB_00059,CAB_015,calculate_accommodation_billing,Please compute accommodation billing: Calculate room charges for 3 adults in one family room.,manual_failure_paraphrase_v1
AUGB_00060,CAB_015,calculate_accommodation_billing,I need help with this: calculate room charges for 3 adults in one family room.,manual_failure_paraphrase_v1
AUGB_00061,CB_001,calculate_billing,How much is the total tour billing total for 4 guests at 500 each?,manual_failure_paraphrase_v1
AUGB_00062,CB_001,calculate_billing,Please compute tour billing: How much is the total tour bill for 4 guests at 500 each?,manual_failure_paraphrase_v1
AUGB_00063,CB_003,calculate_billing,Please compute tour billing: Please calculate itinerary billing for tomorrow's city tour.,manual_failure_paraphrase_v1
AUGB_00064,CB_003,calculate_billing,I need help with this: Please calculate itinerary billing for tomorrow's city tour.,manual_failure_paraphrase_v1
AUGB_00065,CB_004,calculate_billing,Please compute tour billing: What is the final tourism package cost for 6 people?,manual_failure_paraphrase_v1
AUGB_00066,CB_004,calculate_billing,I need help with this: What is the final tourism package cost for 6 people?,manual_failure_paraphrase_v1
AUGB_00067,CB_005,calculate_billing,Please compute tour billing: Calculate tour charges with admission fees included.,manual_failure_paraphrase_v1
AUGB_00068,CB_005,calculate_billing,I need help with this: calculate tour charges with admission fees included.,manual_failure_paraphrase_v1
AUGB_00069,CB_006,calculate_billing,Please compute tour billing: Can you estimate our tour expenses for one day trip?,manual_failure_paraphrase_v1
AUGB_00070,CB_006,calculate_billing,I need help with this: Can you estimate our tour expenses for one day trip?,manual_failure_paraphrase_v1
AUGB_00071,CB_007,calculate_billing,Please compute tour billing: How much do we need to pay for the tour reservation?,manual_failure_paraphrase_v1
AUGB_00072,CB_007,calculate_billing,I need help with this: How much do we need to pay for the tour reservation?,manual_failure_paraphrase_v1
AUGB_00073,CB_008,calculate_billing,Please compute tour billing: Show me the billing breakdown for our island hopping tour.,manual_failure_paraphrase_v1
AUGB_00074,CB_008,calculate_billing,I need help with this: Show me the billing breakdown for our island hopping tour.,manual_failure_paraphrase_v1
AUGB_00075,CB_009,calculate_billing,Please compute tour billing: Calculate the total fee for the guided heritage tour.,manual_failure_paraphrase_v1
AUGB_00076,CB_009,calculate_billing,I need help with this: calculate the total fee for the guided heritage tour.,manual_failure_paraphrase_v1
AUGB_00077,CB_010,calculate_billing,Please compute tour billing: What is the amount due for tour booking ID T123?,manual_failure_paraphrase_v1
AUGB_00078,CB_010,calculate_billing,I need help with this: What is the amount due for tour booking ID T123?,manual_failure_paraphrase_v1
AUGB_00079,CB_011,calculate_billing,Please calculate the tourism activity billing for my group.,manual_failure_paraphrase_v1
AUGB_00080,CB_011,calculate_billing,Please compute tour billing: Please compute the tourism activity billing for my group.,manual_failure_paraphrase_v1
AUGB_00081,CB_012,calculate_billing,How much is each person's share for the tour plan?,manual_failure_paraphrase_v1
AUGB_00082,CB_012,calculate_billing,Please compute tour billing: How much is each person's share for the tour package?,manual_failure_paraphrase_v1
AUGB_00083,CB_013,calculate_billing,Recalculate the tour billing total if one guest cancels.,manual_failure_paraphrase_v1
AUGB_00084,CB_013,calculate_billing,Please compute tour billing: Recalculate the tour bill if one guest cancels.,manual_failure_paraphrase_v1
AUGB_00085,CB_014,calculate_billing,Please compute tour billing: Provide total tour payment with transport and entrance fees.,manual_failure_paraphrase_v1
AUGB_00086,CB_014,calculate_billing,I need help with this: Provide total tour payment with transport and entrance fees.,manual_failure_paraphrase_v1
AUGB_00087,CB_015,calculate_billing,"Please compute tour billing: Calculate my tour billing only, not accommodation.",manual_failure_paraphrase_v1
AUGB_00088,CB_015,calculate_billing,"I need help with this: calculate my tour billing only, not accommodation.",manual_failure_paraphrase_v1
AUGB_00089,GAR_001,get_accommodation_recommendation,Please suggest accommodation options: Recommend a budget inn in Bayawan for 2 guests under 2000.,manual_failure_paraphrase_v1
AUGB_00090,GAR_001,get_accommodation_recommendation,I need help with this: recommend a budget inn in Bayawan for 2 guests under 2000.,manual_failure_paraphrase_v1
AUGB_00091,GAR_002,get_accommodation_recommendation,recommend a hotel or inn near the terminal for a family of 4.,manual_failure_paraphrase_v1
AUGB_00092,GAR_002,get_accommodation_recommendation,Please suggest accommodation options: Suggest a hotel near the terminal for a family of 4.,manual_failure_paraphrase_v1
AUGB_00093,GAR_003,get_accommodation_recommendation,Please suggest accommodation options: Any accommodation options around Poblacion with parking?,manual_failure_paraphrase_v1
AUGB_00094,GAR_003,get_accommodation_recommendation,I need help with this: Any accommodation options around Poblacion with parking?,manual_failure_paraphrase_v1
AUGB_00095,GAR_004,get_accommodation_recommendation,Please suggest accommodation options: Find me an inn with affordable rooms and good location.,manual_failure_paraphrase_v1
AUGB_00096,GAR_004,get_accommodation_recommendation,I need help with this: Find me an inn with affordable rooms and good location.,manual_failure_paraphrase_v1
AUGB_00097,GAR_005,get_accommodation_recommendation,Can you recommend a hotel or inn for 3 nights below 3000 per night?,manual_failure_paraphrase_v1
AUGB_00098,GAR_005,get_accommodation_recommendation,Please suggest accommodation options: Can you recommend a hotel for 3 nights below 3000 per night?,manual_failure_paraphrase_v1
AUGB_00099,GAR_007,get_accommodation_recommendation,What hotel or inn or inn do you recommend for one solo traveler?,manual_failure_paraphrase_v1
AUGB_00100,GAR_007,get_accommodation_recommendation,Please suggest accommodation options: What hotel or inn do you recommend for one solo traveler?,manual_failure_paraphrase_v1
AUGB_00101,GAR_008,get_accommodation_recommendation,Please suggest accommodation options: Give me accommodation recommendations with aircon rooms.,manual_failure_paraphrase_v1
AUGB_00102,GAR_008,get_accommodation_recommendation,I need help with this: Give me accommodation recommendations with aircon rooms.,manual_failure_paraphrase_v1
AUGB_00103,GAR_009,get_accommodation_recommendation,recommend nearby lodging that fits 5 guests.,manual_failure_paraphrase_v1
AUGB_00104,GAR_009,get_accommodation_recommendation,Please suggest accommodation options: Suggest nearby lodging that fits 5 guests.,manual_failure_paraphrase_v1
AUGB_00105,GAR_010,get_accommodation_recommendation,Please suggest accommodation options: Recommend the best available inn for tonight.,manual_failure_paraphrase_v1
AUGB_00106,GAR_010,get_accommodation_recommendation,I need help with this: recommend the best available inn for tonight.,manual_failure_paraphrase_v1
AUGB_00107,GAR_011,get_accommodation_recommendation,I need hotel or inn suggestions close to downtown Bayawan.,manual_failure_paraphrase_v1
AUGB_00108,GAR_011,get_accommodation_recommendation,Please suggest accommodation options: I need hotel suggestions close to downtown Bayawan.,manual_failure_paraphrase_v1
AUGB_00109,GAR_012,get_accommodation_recommendation,Please suggest accommodation options: Find accommodation options that are not too expensive.,manual_failure_paraphrase_v1
AUGB_00110,GAR_012,get_accommodation_recommendation,I need help with this: Find accommodation options that are not too expensive.,manual_failure_paraphrase_v1
AUGB_00111,GAR_013,get_accommodation_recommendation,Please suggest accommodation options: Please recommend a room with private bathroom.,manual_failure_paraphrase_v1
AUGB_00112,GAR_013,get_accommodation_recommendation,I need help with this: Please recommend a room with private bathroom.,manual_failure_paraphrase_v1
AUGB_00113,GAR_014,get_accommodation_recommendation,Any hotel or inn recommendations with strong guest ratings?,manual_failure_paraphrase_v1
AUGB_00114,GAR_014,get_accommodation_recommendation,Please suggest accommodation options: Any hotel recommendations with strong guest ratings?,manual_failure_paraphrase_v1
AUGB_00115,GAR_015,get_accommodation_recommendation,Please suggest accommodation options: Help me choose accommodation for a weekend stay.,manual_failure_paraphrase_v1
AUGB_00116,GAR_015,get_accommodation_recommendation,I need help with this: Help me choose accommodation for a weekend stay.,manual_failure_paraphrase_v1
AUGB_00117,GR_001,get_recommendation,recommend tour destinations in Bayawan for first-time visitors.,manual_failure_paraphrase_v1
AUGB_00118,GR_001,get_recommendation,Please suggest tourism recommendations: Recommend tourist spots in Bayawan for first-time visitors.,manual_failure_paraphrase_v1
AUGB_00119,GR_002,get_recommendation,recommend a one-day itinerary for nature lovers.,manual_failure_paraphrase_v1
AUGB_00120,GR_002,get_recommendation,Please suggest tourism recommendations: Suggest a one-day itinerary for nature lovers.,manual_failure_paraphrase_v1
AUGB_00121,GR_003,get_recommendation,Please suggest tourism recommendations: What tours do you recommend for a group of 5?,manual_failure_paraphrase_v1
AUGB_00122,GR_003,get_recommendation,I need help with this: What tours do you recommend for a group of 5?,manual_failure_paraphrase_v1
AUGB_00123,GR_004,get_recommendation,Can you recommend attractions for kids and seniors?,manual_failure_paraphrase_v1
AUGB_00124,GR_004,get_recommendation,Please suggest tourism recommendations: Can you suggest attractions for kids and seniors?,manual_failure_paraphrase_v1
AUGB_00125,GR_005,get_recommendation,Please suggest tourism recommendations: Give me travel recommendations near Bayawan City.,manual_failure_paraphrase_v1
AUGB_00126,GR_005,get_recommendation,I need help with this: Give me travel recommendations near Bayawan City.,manual_failure_paraphrase_v1
AUGB_00127,GR_006,get_recommendation,Please suggest tourism recommendations: Recommend top destinations with low entrance fees.,manual_failure_paraphrase_v1
AUGB_00128,GR_006,get_recommendation,I need help with this: recommend top destinations with low entrance fees.,manual_failure_paraphrase_v1
AUGB_00129,GR_007,get_recommendation,Please suggest tourism recommendations: What places should we visit this weekend in Negros Oriental?,manual_failure_paraphrase_v1
AUGB_00130,GR_007,get_recommendation,I need help with this: What places should we visit this weekend in Negros Oriental?,manual_failure_paraphrase_v1
AUGB_00131,GR_008,get_recommendation,recommend activities for an educational school tour.,manual_failure_paraphrase_v1
AUGB_00132,GR_008,get_recommendation,Please suggest tourism recommendations: Suggest activities for an educational school tour.,manual_failure_paraphrase_v1
AUGB_00133,GR_009,get_recommendation,Please suggest tourism recommendations: Any recommended eco-tourism sites nearby?,manual_failure_paraphrase_v1
AUGB_00134,GR_009,get_recommendation,I need help with this: Any recommended eco-tourism sites nearby?,manual_failure_paraphrase_v1
AUGB_00135,GR_010,get_recommendation,Please suggest tourism recommendations: Please recommend spots with scenic views and short travel time.,manual_failure_paraphrase_v1
AUGB_00136,GR_010,get_recommendation,I need help with this: Please recommend spots with scenic views and short travel time.,manual_failure_paraphrase_v1
AUGB_00137,GR_011,get_recommendation,Please suggest tourism recommendations: Help me pick attractions based on our budget.,manual_failure_paraphrase_v1
AUGB_00138,GR_011,get_recommendation,I need help with this: Help me pick attractions based on our budget.,manual_failure_paraphrase_v1
AUGB_00139,GR_012,get_recommendation,recommend a tour plan good for two adults.,manual_failure_paraphrase_v1
AUGB_00140,GR_012,get_recommendation,Please suggest tourism recommendations: Recommend a tour package good for two adults.,manual_failure_paraphrase_v1
AUGB_00141,GR_014,get_recommendation,recommend cultural attractions and local heritage spots.,manual_failure_paraphrase_v1
AUGB_00142,GR_014,get_recommendation,Please suggest tourism recommendations: Suggest cultural attractions and local heritage spots.,manual_failure_paraphrase_v1
AUGB_00143,GR_015,get_recommendation,Please suggest tourism recommendations: Can you recommend where to go in Bayawan this Sunday?,manual_failure_paraphrase_v1
AUGB_00144,GR_015,get_recommendation,I need help with this: Can you recommend where to go in Bayawan this Sunday?,manual_failure_paraphrase_v1
AUGB_00145,GTI_005,get_tourism_information,Please provide tourism information: What is the entrance fee for the marine sanctuary?,manual_failure_paraphrase_v1
AUGB_00146,GTI_005,get_tourism_information,I need help with this: What is the entrance fee for the marine sanctuary?,manual_failure_paraphrase_v1
AUGB_00147,GTI_006,get_tourism_information,Please provide tourism information: Please provide details about transportation to this tourist site.,manual_failure_paraphrase_v1
AUGB_00148,GTI_006,get_tourism_information,I need help with this: Please provide details about transportation to this tourist site.,manual_failure_paraphrase_v1
AUGB_00149,GTI_008,get_tourism_information,Please provide tourism information: Share basic facts about the local mangrove park.,manual_failure_paraphrase_v1
AUGB_00150,GTI_008,get_tourism_information,I need help with this: Share basic facts about the local mangrove park.,manual_failure_paraphrase_v1
AUGB_00151,GTI_014,get_tourism_information,Tell me the latest posted details for Bayawan tour destinations.,manual_failure_paraphrase_v1
AUGB_00152,GTI_014,get_tourism_information,Please provide tourism information: Tell me the latest posted details for Bayawan tourist spots.,manual_failure_paraphrase_v1
AUGB_00153,BA_001,book_accommodation,Please confirm this accommodation reservation: Book a hotel room in Bayawan for two adults this Saturday.,manual_query_balancing_v2
AUGB_00154,BA_001,book_accommodation,I need help with this request: book a hotel or inn room in Bayawan for two adults this Saturday.,manual_query_balancing_v2
AUGB_00155,BA_002,book_accommodation,Please confirm this accommodation reservation: I want to reserve an inn for 3 guests from April 5 to April 7.,manual_query_balancing_v2
AUGB_00156,BA_002,book_accommodation,I need help with this request: I want to book an inn for 3 guests from April 5 to April 7.,manual_query_balancing_v2
AUGB_00157,BA_003,book_accommodation,Please confirm my accommodation booking for tomorrow night.,manual_query_balancing_v2
AUGB_00158,BA_003,book_accommodation,Please confirm this accommodation reservation: Please confirm my accommodation booking for tomorrow night.,manual_query_balancing_v2
AUGB_00159,BA_003,book_accommodation,I need help with this request: Please confirm my accommodation booking for tomorrow night.,manual_query_balancing_v2
AUGB_00160,BA_004,book_accommodation,Can you help me book a room near the city plaza?,manual_query_balancing_v2
AUGB_00161,BA_004,book_accommodation,Please confirm this accommodation reservation: Can you help me book a room near the city plaza?,manual_query_balancing_v2
AUGB_00162,BA_004,book_accommodation,I need help with this request: Can you help me book a room near the city plaza?,manual_query_balancing_v2
AUGB_00163,CAB_001,calculate_accommodation_billing,Please compute accommodation charges: How much is the hotel bill for 2 guests for 3 nights at 1800 per night?,manual_query_balancing_v2
AUGB_00164,CAB_001,calculate_accommodation_billing,I need help with this request: How much is the hotel or inn billing total for 2 guests for 3 nights at 1800 per night?,manual_query_balancing_v2
AUGB_00165,CAB_002,calculate_accommodation_billing,Please compute accommodation charges: Compute my accommodation total if room rate is 2500 for 2 nights.,manual_query_balancing_v2
AUGB_00166,CAB_002,calculate_accommodation_billing,I need help with this request: calculate my accommodation total if room rate is 2500 for 2 nights.,manual_query_balancing_v2
AUGB_00167,CAB_003,calculate_accommodation_billing,calculate inn payment for 4 people staying one night.,manual_query_balancing_v2
AUGB_00168,CAB_003,calculate_accommodation_billing,Please compute accommodation charges: Calculate inn payment for 4 people staying one night.,manual_query_balancing_v2
AUGB_00169,CAB_003,calculate_accommodation_billing,I need help with this request: calculate inn payment for 4 people staying one night.,manual_query_balancing_v2
AUGB_00170,CAB_004,calculate_accommodation_billing,Please compute accommodation charges: What is my lodging bill with 12 percent tax and service fee?,manual_query_balancing_v2
AUGB_00171,CAB_004,calculate_accommodation_billing,I need help with this request: What is my lodging billing total with 12 percent tax and service fee?,manual_query_balancing_v2
AUGB_00172,CAB_005,calculate_accommodation_billing,Please estimate the room billing from April 10 to April 13.,manual_query_balancing_v2
AUGB_00173,CB_001,calculate_billing,Please compute tour charges: How much is the total tour bill for 4 guests at 500 each?,manual_query_balancing_v2
AUGB_00174,CB_001,calculate_billing,I need help with this request: How much is the total tour billing total for 4 guests at 500 each?,manual_query_balancing_v2
AUGB_00175,CB_002,calculate_billing,calculate our tour payment for two adults and one child.,manual_query_balancing_v2
AUGB_00176,CB_002,calculate_billing,Please compute tour charges: Compute our tour payment for two adults and one child.,manual_query_balancing_v2
AUGB_00177,CB_002,calculate_billing,I need help with this request: calculate our tour payment for two adults and one child.,manual_query_balancing_v2
AUGB_00178,CB_003,calculate_billing,Please calculate itinerary billing for tomorrow's city tour.,manual_query_balancing_v2
AUGB_00179,CB_003,calculate_billing,Please compute tour charges: Please calculate itinerary billing for tomorrow's city tour.,manual_query_balancing_v2
AUGB_00180,CB_003,calculate_billing,I need help with this request: Please calculate itinerary billing for tomorrow's city tour.,manual_query_balancing_v2
AUGB_00181,CB_004,calculate_billing,What is the final tourism package cost for 6 people?,manual_query_balancing_v2
AUGB_00182,CB_004,calculate_billing,Please compute tour charges: What is the final tourism package cost for 6 people?,manual_query_balancing_v2
AUGB_00183,CB_004,calculate_billing,I need help with this request: What is the final tourism package cost for 6 people?,manual_query_balancing_v2
AUGB_00184,CB_005,calculate_billing,calculate tour charges with admission fees included.,manual_query_balancing_v2
AUGB_00185,GAR_001,get_accommodation_recommendation,recommend a budget inn in Bayawan for 2 guests under 2000.,manual_query_balancing_v2
AUGB_00186,GAR_001,get_accommodation_recommendation,Please suggest hotel or inn options: Recommend a budget inn in Bayawan for 2 guests under 2000.,manual_query_balancing_v2
AUGB_00187,GAR_001,get_accommodation_recommendation,I need help with this request: recommend a budget inn in Bayawan for 2 guests under 2000.,manual_query_balancing_v2
AUGB_00188,GAR_002,get_accommodation_recommendation,Please suggest hotel or inn options: Suggest a hotel near the terminal for a family of 4.,manual_query_balancing_v2
AUGB_00189,GAR_002,get_accommodation_recommendation,I need help with this request: recommend a hotel or inn near the terminal for a family of 4.,manual_query_balancing_v2
AUGB_00190,GAR_003,get_accommodation_recommendation,Any accommodation options around Poblacion with parking?,manual_query_balancing_v2
AUGB_00191,GAR_003,get_accommodation_recommendation,Please suggest hotel or inn options: Any accommodation options around Poblacion with parking?,manual_query_balancing_v2
AUGB_00192,GAR_003,get_accommodation_recommendation,I need help with this request: Any accommodation options around Poblacion with parking?,manual_query_balancing_v2
AUGB_00193,GAR_004,get_accommodation_recommendation,Find me an inn with affordable rooms and good location.,manual_query_balancing_v2
AUGB_00194,GAR_004,get_accommodation_recommendation,Please suggest hotel or inn options: Find me an inn with affordable rooms and good location.,manual_query_balancing_v2
AUGB_00195,GAR_004,get_accommodation_recommendation,I need help with this request: Find me an inn with affordable rooms and good location.,manual_query_balancing_v2
AUGB_00196,GAR_005,get_accommodation_recommendation,Please suggest hotel or inn options: Can you recommend a hotel for 3 nights below 3000 per night?,manual_query_balancing_v2
AUGB_00197,GR_001,get_recommendation,Please suggest tour and attraction options: Recommend tourist spots in Bayawan for first-time visitors.,manual_query_balancing_v2
AUGB_00198,GR_001,get_recommendation,I need help with this request: recommend tour destinations in Bayawan for first-time visitors.,manual_query_balancing_v2
AUGB_00199,GR_002,get_recommendation,Please suggest tour and attraction options: Suggest a one-day itinerary for nature lovers.,manual_query_balancing_v2
AUGB_00200,GR_002,get_recommendation,I need help with this request: recommend a one-day itinerary for nature lovers.,manual_query_balancing_v2
AUGB_00201,GR_003,get_recommendation,What tours do you recommend for a group of 5?,manual_query_balancing_v2
AUGB_00202,GR_003,get_recommendation,Please suggest tour and attraction options: What tours do you recommend for a group of 5?,manual_query_balancing_v2
AUGB_00203,GR_003,get_recommendation,I need help with this request: What tours do you recommend for a group of 5?,manual_query_balancing_v2
AUGB_00204,GR_004,get_recommendation,Please suggest tour and attraction options: Can you suggest attractions for kids and seniors?,manual_query_balancing_v2
AUGB_00205,GR_004,get_recommendation,I need help with this request: Can you recommend attractions for kids and seniors?,manual_query_balancing_v2
AUGB_00206,GR_005,get_recommendation,Give me travel recommendations near Bayawan City.,manual_query_balancing_v2
AUGB_00207,GR_005,get_recommendation,Please suggest tour and attraction options: Give me travel recommendations near Bayawan City.,manual_query_balancing_v2
AUGB_00208,GR_005,get_recommendation,I need help with this request: Give me travel recommendations near Bayawan City.,manual_query_balancing_v2
AUGB_00209,GTI_001,get_tourism_information,What are the opening hours of Bayawan City Boulevard?,manual_query_balancing_v2
AUGB_00210,GTI_001,get_tourism_information,Please provide tourism spot details: What are the operating hours of Bayawan City Boulevard?,manual_query_balancing_v2
AUGB_00211,GTI_001,get_tourism_information,I need help with this request: What are the opening hours of Bayawan City Boulevard?,manual_query_balancing_v2
AUGB_00212,GTI_002,get_tourism_information,Give me tourism information about Danjugan Island.,manual_query_balancing_v2
AUGB_00213,GTI_002,get_tourism_information,Please provide tourism spot details: Give me tourism information about Danjugan Island.,manual_query_balancing_v2
AUGB_00214,GTI_002,get_tourism_information,I need help with this request: Give me tourism information about Danjugan Island.,manual_query_balancing_v2
AUGB_00215,GTI_003,get_tourism_information,Where is the exact location of the city museum?,manual_query_balancing_v2
AUGB_00216,GTI_003,get_tourism_information,Please provide tourism spot details: Where is the exact location of the city museum?,manual_query_balancing_v2
AUGB_00217,GTI_003,get_tourism_information,I need help with this request: Where is the exact location of the city museum?,manual_query_balancing_v2
AUGB_00218,GTI_004,get_tourism_information,Who do I contact for inquiries about Balatocan Falls?,manual_query_balancing_v2
AUGB_00219,GTI_004,get_tourism_information,Please provide tourism spot details: Who do I contact for inquiries about Balatocan Falls?,manual_query_balancing_v2
AUGB_00220,GTI_004,get_tourism_information,I need help with this request: Who do I contact for inquiries about Balatocan Falls?,manual_query_balancing_v2
AUGB_00221,GTI_005,get_tourism_information,What is the entrance fee for the marine sanctuary?,manual_query_balancing_v2
AUGB_00222,GTI_005,get_tourism_information,Please provide tourism spot details: What is the entrance fee for the marine sanctuary?,manual_query_balancing_v2
