message_text,label_intent,split
uy what is my accommodation total around budget 3500,calculate_accommodation_billing,train
"ask lang, calculate tour bill for 3 guests",calculate_billing,train
show tourism highlights in bayawan,get_tourism_information,test
"ask lang, book room quick lang near nangka po",book_accommodation,val
quick question: tourism info about near downtown,get_tourism_information,train
quick question: compute lodging cost sa city proper now,calculate_accommodation_billing,train
hello suggest trip idea near bayawan,get_recommendation,train
pls calcuate accom bill pls,calculate_accommodation_billing,train
what is my accommodation billing summary,calculate_accommodation_billing,train
room billing for check in tomorrow check out sunday,calculate_accommodation_billing,train
need accom options with aircon and near terminal pls,get_accommodation_recommendation,train
book accommodation with quiet place and parking,book_accommodation,train
hello tourism info about near downtown,get_tourism_information,train
pls best sunset activity 4 family,get_recommendation,train
book accommodation with quiet place and wifi,book_accommodation,train
hello room charge hm with extra guest thanks,calculate_accommodation_billing,train
"ask lang, room billing breakdown please",calculate_accommodation_billing,test
best hotel option for weekend stay,get_accommodation_recommendation,test
"ask lang, best adventure activity 4 family thanks",get_recommendation,train
what are tourist spots in near downtown,get_tourism_information,train
compute lodging cost sa near boulevard pls,calculate_accommodation_billing,train
best city activity 4 family thanks,get_recommendation,train
hello how much babayaran sa room 27 po,calculate_accommodation_billing,train
recommend a sunset tour experience,get_recommendation,train
uy calcuate tour bill 4 5 guests po,calculate_billing,train
uy how to get to popular spots now,get_tourism_information,train
hello tour reco for 2 guests budget 1200 now,get_recommendation,train
"hi, confirm booking ko for room 5 thanks",book_accommodation,train
reserve an inn sa city proper 4 6 pax now,book_accommodation,train
quick question: pa suggest place to stay near villareal,get_accommodation_recommendation,train
book na room na may parking,book_accommodation,train
pls recommend inn in poblacion for 2 guests under 700,get_accommodation_recommendation,train
uy best family activity 4 family,get_recommendation,train
book room 5 from 2026-03-10 to 2026-03-12 for 3 guests,book_accommodation,train
what is total sa adventure itinerary?,calculate_billing,train
uy suggest trip idea near villareal now,get_recommendation,train
recommend which tour package we should take,get_recommendation,train
what is total sa family itinerary,calculate_billing,train
"ask lang, need tour quote under 1500",calculate_billing,train
quick question: book na room na may near terminal po,book_accommodation,train
how much is the payable for island trip,calculate_billing,train
estimate tour charges under 1500 budget,calculate_billing,train
hello what tour bagay for friends,get_recommendation,train
suggest trip idea near bayawan,get_recommendation,train
"ask lang, what are tourist spots in kalumboyan",get_tourism_information,train
uy recommend inn in city proper for 2 guests under 3500,get_accommodation_recommendation,train
hello book na room na may near terminal,book_accommodation,train
pls book accomodation with near terminal and parking,book_accommodation,train
quick question: recommend a waterfall tour in bayawan,get_recommendation,train
book accommodation with wifi and aircon,book_accommodation,train
quick question: what are tourist spots in near downtown,get_tourism_information,train
pls details about sunset destinations pls now,get_tourism_information,train
san maganda puntahan this weekend thanks,get_recommendation,train
quick question: pa compute ng room payment with wifi thanks,calculate_accommodation_billing,val
recommend cheaper tour package options,get_recommendation,train
calculate bill for bayawan inn room 3,calculate_accommodation_billing,train
show total charge for day tour,calculate_billing,train
what tourist spots are in bayawan and what are their details,get_tourism_information,train
open hours for attractions in bayawan thanks,get_tourism_information,train
quick question: compute lodging cost sa nangka?,calculate_accommodation_billing,train
quick question: cost of guided tour hm po,calculate_billing,test
hm tour package for family trip,calculate_billing,train
calcuate room bill 4 5 nights pls,calculate_accommodation_billing,train
help me book accommodation for saturday,book_accommodation,train
uy hm tour package for farm trip,calculate_billing,train
book accomodation with quiet place and aircon,book_accommodation,train
hello book accommodation with parking and breakfast,book_accommodation,train
hello tourisn info about city proper,get_tourism_information,train
suggest trip idea near kalumboyan po,get_recommendation,train
"ask lang, tour reco for 2 guests budget 3000 thanks",get_recommendation,train
how much room 40 from 2026-05-01 to 2026-05-03 thanks,calculate_accommodation_billing,train
how much will group tour payment be,calculate_billing,train
hotel recommendations for family of four,get_accommodation_recommendation,train
need accom options with hot shower and wifi,get_accommodation_recommendation,train
show tourism information records and details for bayawan,get_tourism_information,val
room billing breakdown please now,calculate_accommodation_billing,train
i need the room invoice amount,calculate_accommodation_billing,test
uy give me quick tour suggestion now,get_recommendation,train
what attractions are good for kids,get_tourism_information,train
pls facts about tourism sites near villareal,get_tourism_information,train
pls hotel suggestion please with hot shower po,get_accommodation_recommendation,train
"hi, need room tonight pls, 6 kami po",book_accommodation,train
suggest a tour for first time visitors,get_recommendation,train
quick question: pa suggest place to stay near bayawan,get_accommodation_recommendation,train
"ask lang, how much room 4 from 2026-04-10 to 2026-04-12",calculate_accommodation_billing,train
"ask lang, what are tourist spots in bayawan",get_tourism_information,train
hello compute lodging cost sa near boulevard,calculate_accommodation_billing,train
calculate the tour cost for the guided heritage walk activity,calculate_billing,train
"ask lang, need accom options with hot shower and breakfast",get_accommodation_recommendation,train
tell me about bayawan eco parks,get_tourism_information,train
i want the exact tour payment amount,calculate_billing,train
reserve an inn sa bayawan for 6 pax,book_accommodation,train
hello looking for rooms near bayawan,get_accommodation_recommendation,train
pls pa compute ng room payment with wifi po,calculate_accommodation_billing,train
hello what is total sa sunset itinerary,calculate_billing,train
hm total if 5 guests for 5 nights po,calculate_accommodation_billing,train
compute lodging cost sa near boulevard thanks,calculate_accommodation_billing,train
recommend inn in villareal for 2 guests under 1200,get_accommodation_recommendation,train
cost of guided tour hm now,calculate_billing,train
quick question: give me quick tour suggestion,get_recommendation,train
hm room total,calculate_accommodation_billing,val
uy book na room na may aircon pls,book_accommodation,test
quick question: suggest trip idea near villareal,get_recommendation,train
"hi, tourism info about kalumboyan",get_tourism_information,train
hello hm tour package for farm trip,calculate_billing,train
"ask lang, what are tourist spots in poblacion",get_tourism_information,train
pls tour reco for 3 guests budget 1800,get_recommendation,train
book accomodation with hot shower and wifi?,book_accommodation,val
estimate hotel bill from april 5 to april 7,calculate_accommodation_billing,train
reserve an inn sa nangka for 6 pax thanks,book_accommodation,train
uy find me a quiet room with aircon,get_accommodation_recommendation,train
quick question: reserve room now budget around 3000 now,book_accommodation,train
san maganda puntahan,get_recommendation,train
pls what is total sa heritage itinerary po,calculate_billing,train
"ask lang, tour total payment near near downtown",calculate_billing,train
i need travel info for bayawan,get_tourism_information,train
pls san okay mag stay for 4 nights,get_accommodation_recommendation,train
"hi, san maganda puntahan this weekend po",get_recommendation,train
quick question: tour reco 4 6 guests budget 900,get_recommendation,train
"hi, details about sunset destinations pls",get_tourism_information,train
details about city destinations pls,get_tourism_information,train
hello tour total payment near nangka,calculate_billing,train
"recommend a hotel in poblacion for 2 guests, budget 2000 per night, from 2026-03-20 to 2026-03-22",get_accommodation_recommendation,train
"ask lang, book accommodation with breakfast and aircon",book_accommodation,train
hotel suggestion please with breakfast,get_accommodation_recommendation,train
book accommodation with parking and aircon,book_accommodation,train
"hi, list must-visit places in bayawan pls",get_tourism_information,train
i need destination details be4e mag tour thanks,get_tourism_information,train
"hi, tour fee estimate for 6 pax thanks",calculate_billing,train
pls what is total sa farm itinerary,calculate_billing,train
i need to book a place near near downtown this weekend,book_accommodation,val
pls suggest trip idea near nangka pls,get_recommendation,train
quick question: details about adventure destinations please,get_tourism_information,train
"ask lang, book na room na may quiet place",book_accommodation,val
uy hm tour package for city trip,calculate_billing,train
"hi, compute lodging cost sa bayawan",calculate_accommodation_billing,train
"ask lang, give me quick tour suggestion thanks",get_recommendation,train
uy recommend inn in terminal area for 4 guests under 3000 thanks,get_accommodation_recommendation,train
recommend a heritage tour in bayawan,get_recommendation,train
pa compute ng room payment with aircon thanks,calculate_accommodation_billing,train
uy bill estimate for inn stay near terminal area now,calculate_accommodation_billing,train
reserve an inn sa poblacion 4 2 pax,book_accommodation,train
quick question: pa compute ng room payment with quiet place,calculate_accommodation_billing,train
quick question: travel recommendation 4 short trip now,get_recommendation,train
hello inn reco near terminal please,get_accommodation_recommendation,train
pls best budget room around 700 thanks,get_accommodation_recommendation,train
hello hotel suggestion please with near terminal,get_accommodation_recommendation,train
quick question: recommend inn in near downtown for 6 guests under 1800,get_accommodation_recommendation,train
"hi, what is total sa sunset itinerary now",calculate_billing,train
book room 10 4 6 guests from 2026-04-24 to 2026-04-26,book_accommodation,train
quick question: compute excursion payment,calculate_billing,train
recomend chill itinerary one day?,get_recommendation,train
"ask lang, inn reco near terminal please",get_accommodation_recommendation,train
book accommodation with aircon and wifi,book_accommodation,train
"ask lang, what is total sa sunset itinerary",calculate_billing,train
pls reserve an inn sa villareal for 3 pax thanks,book_accommodation,train
reserve room now budget around 4000 thanks,book_accommodation,train
book now,book_accommodation,train
"ask lang, pa suggest place to stay near nangka",get_accommodation_recommendation,train
"ask lang, hm tour package for waterfall trip",calculate_billing,train
can you compute tour invoice amount,calculate_billing,train
book accommodation with parking and wifi thanks,book_accommodation,val
compute amount due for weekend tour,calculate_billing,train
uy hm total if 1 guests for 5 nights,calculate_accommodation_billing,train
what is total sa waterfall itinerary thanks,calculate_billing,train
uy pa compute tour cost budget 1500 pls,calculate_billing,train
how much tour,calculate_billing,val
uy looking 4 rooms near city proper thanks,get_accommodation_recommendation,train
hello total stay payment from 2026-04-24 to 2026-04-26,calculate_accommodation_billing,train
recommend tour options for a family outing,get_recommendation,train
show full hotel billing details,calculate_accommodation_billing,train
"hi, confirm booking ko for room 7",book_accommodation,train
compute inn payment for 1 night stay,calculate_accommodation_billing,train
"hi, reserve room now budget around 3500 thanks",book_accommodation,train
quick question: best sunset activity for family,get_recommendation,train
quick question: what are tourist spots in city proper,get_tourism_information,train
compute lodging cost sa nangka,calculate_accommodation_billing,train
what is total sa heritage itinerary thanks,calculate_billing,train
hello ano entrance fee and schedule,get_tourism_information,train
"ask lang, book accommodation with hot shower and wifi",book_accommodation,test
bill estimate for inn stay near nangka thanks,calculate_accommodation_billing,train
need hotel options for 3 guests,get_accommodation_recommendation,train
"hi, book room 6 for 4 guests from 2026-04-02 to 2026-04-04",book_accommodation,train
hello reserve an inn sa kalumboyan for 5 pax,book_accommodation,train
give me quick info about city attractions,get_tourism_information,train
broaden location,get_accommodation_recommendation,train
uy reserve an inn sa terminal area 4 5 pax,book_accommodation,train
which tour is best for kids,get_recommendation,train
"ask lang, pa suggest scenic tour spots",get_recommendation,train
quick question: reserve an inn sa kalumboyan for 4 pax,book_accommodation,val
hello hm tour package 4 family trip,calculate_billing,train
recommend the best tour package for a family of four,get_recommendation,val
"ask lang, can you reserve for 4 nights, 2 guests",book_accommodation,train
i need to book a place near bayawan this weekend,book_accommodation,train
book accommodation with parking and quiet place po,book_accommodation,train
"quick question: need room tonight pls, 4 kami",book_accommodation,val
bill estimate for inn stay near near boulevard,calculate_accommodation_billing,train
find me a quiet room with parking thanks,get_accommodation_recommendation,train
hotel suggestion pls with hot shower pls,get_accommodation_recommendation,train
best adventure activity for family,get_recommendation,train
uy need tour quote under 3000,calculate_billing,train
suggest trip idea near terminal area,get_recommendation,train
best waterfall activity for family,get_recommendation,train
uy suggest hotel or inn from 2026-04-02 to 2026-04-04,get_accommodation_recommendation,train
"ask lang, any affordable accommodation for 4 pax po",get_accommodation_recommendation,train
quick question: what is my accommodation total around budget 900 thanks,calculate_accommodation_billing,train
pls total stay payment from 2026-04-17 to 2026-04-19 thanks,calculate_accommodation_billing,train
pls book na room na may parking?,book_accommodation,train
best nature activity for family now,get_recommendation,train
"ask lang, tour reco for 3 guests budget 4000 po",get_recommendation,train
pls bill estimate for inn stay near kalumboyan pls,calculate_accommodation_billing,train
"pls need room tonight pls, 2 kami now",book_accommodation,train
tourism info about near downtown thanks,get_tourism_information,train
suggest a low budget activity tour in bayawan,get_recommendation,train
quick question: bill estimate for inn stay near nangka,calculate_accommodation_billing,train
hello hm tour package for family trip pls,calculate_billing,train
recommend inn in city proper for 6 guests under 4000 po,get_accommodation_recommendation,train
uy calculate tour bill for 3 guests pls,calculate_billing,train
uy what is total sa waterfall itinerary now,calculate_billing,train
book na room na may breakfast thanks,book_accommodation,train
"ask lang, san okay mag stay for 5 nights",get_accommodation_recommendation,train
suggest trip idea near nangka thanks,get_recommendation,train
"ask lang, hotel suggestion pls with breakfast",get_accommodation_recommendation,train
"hi, need outdoor destination reco now",get_recommendation,train
recommend a hotel in bayawan,get_accommodation_recommendation,val
hotel suggestion please with near terminal now,get_accommodation_recommendation,train
suggest trip idea near near boulevard,get_recommendation,train
show me points of interest in bayawan,get_tourism_information,val
"hi, looking for rooms near near boulevard",get_accommodation_recommendation,train
recommend a tour option for seniors,get_recommendation,train
"can you reserve for 3 nights, 6 guests po",book_accommodation,train
bill estimate 4 inn stay near near downtown po,calculate_accommodation_billing,val
hello book room quick lang near bayawan,book_accommodation,train
share information about local heritage spots,get_tourism_information,test
quick question: need accom options with hot shower and quiet place now,get_accommodation_recommendation,val
"hi, how to get to popular spots po",get_tourism_information,train
"hi, best adventure activity for family pls",get_recommendation,train
compute my inn bill for friday and saturday,calculate_accommodation_billing,train
hello what are tourist spots in poblacion,get_tourism_information,train
"hi, total stay payment from 2026-03-28 to 2026-03-30",calculate_accommodation_billing,train
"hi, how much room 4 from 2026-04-17 to 2026-04-19 thanks",calculate_accommodation_billing,train
uy room billing breakdown please pls,calculate_accommodation_billing,train
compute lodging cost sa terminal area thanks,calculate_accommodation_billing,test
tour fee estimate for 6 pax po,calculate_billing,train
recomend chill itinerary one day thanks,get_recommendation,train
hello reserve room now budget around 1200 now,book_accommodation,test
tour total payment near nangka?,calculate_billing,train
details about adventure destinations please,get_tourism_information,train
pa compute ng room payment with breakfast pls,calculate_accommodation_billing,train
"hi, need tour quote under 1200 now",calculate_billing,train
hello hm total if 2 guests 4 1 nights thanks,calculate_accommodation_billing,train
uy pa suggest scenic tour spots pls,get_recommendation,train
"hello need room tonight pls, 2 kami",book_accommodation,train
recommend something for a birthday outing,get_recommendation,test
"ask lang, how much if family tour 1 days",calculate_billing,train
hello how much room 48 from 2026-03-28 to 2026-03-30 po,calculate_accommodation_billing,test
quick question: pa suggest scenic tour spots,get_recommendation,train
uy recommend a city tour in bayawan pls,get_recommendation,train
quick question: confirm booking ko for room 12?,book_accommodation,train
pls best farm activity 4 family now,get_recommendation,train
pls how much babayaran sa room 2,calculate_accommodation_billing,train
hello compute lodging cost sa villareal,calculate_accommodation_billing,train
hello suggest trip idea near city proper,get_recommendation,train
"ask lang, need outdoor destination reco",get_recommendation,train
estimate inn accommodation charges for family trip,calculate_accommodation_billing,train
uy how much babayaran sa room 59 now,calculate_accommodation_billing,train
"can you reserve for 1 nights, 1 guests",book_accommodation,train
quick question: recommend inn in kalumboyan for 2 guests under 700,get_accommodation_recommendation,train
hello tourism info about near boulevard,get_tourism_information,train
do you have tourism information for new visitors,get_tourism_information,train
best family activity for family thanks,get_recommendation,train
pls reserve room now budget around 1500,book_accommodation,train
hello details about family destinations please,get_tourism_information,train
uy book accomodation with hot shower and aircon,book_accommodation,train
"ask lang, recommend a sunset tour in bayawan",get_recommendation,val
how much if family tour 4 days now,calculate_billing,train
"ask lang, best heritage activity for family",get_recommendation,train
bill estimate for inn stay near city proper now,calculate_accommodation_billing,train
pls give me quick tour suggestion pls,get_recommendation,train
hello tourism info about kalumboyan,get_tourism_information,train
quick question: tourist spot background info pls,get_tourism_information,train
"ask lang, i need destination details be4e mag tour",get_tourism_information,test
details about nature destinations please thanks,get_tourism_information,train
details about heritage destinations please,get_tourism_information,train
facts about tourism sites near nangka,get_tourism_information,train
hello recommend a sunset tour in bayawan,get_recommendation,train
i choose 1,get_recommendation,train
uy what are tourist spots in city proper,get_tourism_information,train
best farm activity 4 family,get_recommendation,train
need accom options with parking and breakfast,get_accommodation_recommendation,test
quick question: bill estimate for inn stay near poblacion,calculate_accommodation_billing,train
hm total if 3 guests for 1 nights thanks,calculate_accommodation_billing,train
"ask lang, what tour bagay 4 friends now",get_recommendation,train
please show accommodation amount due,calculate_accommodation_billing,train
quick question: what is total sa waterfall itinerary,calculate_billing,train
quick question: book na room na may quiet place,book_accommodation,train
pls recommend chill itinerary one day po,get_recommendation,train
uy book accommodation with near terminal and aircon,book_accommodation,train
hello list must-visit places in bayawan now,get_tourism_information,train
"hi, room billing breakdown please",calculate_accommodation_billing,train
hello room billing breakdown please,calculate_accommodation_billing,train
uy tour reco for 5 guests budget 4000,get_recommendation,train
best farm activity for family pls,get_recommendation,train
hello need accom options with near terminal and quiet place,get_accommodation_recommendation,train
inn reco near terminal please,get_accommodation_recommendation,train
"ask lang, what is total sa heritage itinerary",calculate_billing,train
quick question: recommend inn in terminal area for 1 guests under 1500 pls,get_accommodation_recommendation,test
total accommodation fee for room 11,calculate_accommodation_billing,train
"ask lang, reserve an inn sa near downtown for 3 pax",book_accommodation,train
"hi, recommend a sunset tour in bayawan pls",get_recommendation,train
book accommodation with wifi and hot shower,book_accommodation,train
book accommodation with hot shower and parking,book_accommodation,train
uy san okay mag stay 4 3 nights,get_accommodation_recommendation,train
compute hotel payment for room 9 for 2 nights,calculate_accommodation_billing,val
"ask lang, hm total if 2 guests for 5 nights?",calculate_accommodation_billing,train
how much babayaran sa room 40 now,calculate_accommodation_billing,train
what tour bagay for friends thanks,get_recommendation,val
give me details of inland tourist spots,get_tourism_information,train
"hi, bill estimate for inn stay near near downtown",calculate_accommodation_billing,train
tourism info about near boulevard thanks,get_tourism_information,train
quick question: suggest trip idea near city proper,get_recommendation,test
pa suggest place to stay near nangka,get_accommodation_recommendation,train
quick question: what is total sa adventure itinerary,calculate_billing,train
hotel invoice for 2 nights and breakfast,calculate_accommodation_billing,train
"ask lang, suggest hotel or inn from 2026-04-02 to 2026-04-04",get_accommodation_recommendation,train
pa compute ng room payment with wifi thanks,calculate_accommodation_billing,train
"hi, suggest trip idea near bayawan thanks",get_recommendation,test
"ask lang, facts about tourism sites near near boulevard",get_tourism_information,train
hello how much room 22 from 2026-04-02 to 2026-04-04,calculate_accommodation_billing,test
hello find me a quiet room with quiet place,get_accommodation_recommendation,train
"hi, details about heritage destinations please thanks",get_tourism_information,train
i need to book a place near near boulevard this weekend,book_accommodation,train
details about adventure destinations pls pls,get_tourism_information,train
compute the accommodation bill for my room stay,calculate_accommodation_billing,train
total stay payment from 2026-04-02 to 2026-04-04,calculate_accommodation_billing,train
"ask lang, calcuate tour bill 4 2 guests",calculate_billing,train
"ask lang, bill estimate for inn stay near poblacion",calculate_accommodation_billing,train
room total pls,calculate_accommodation_billing,train
pa reserve,book_accommodation,train
quick question: pa suggest place to stay near near downtown now,get_accommodation_recommendation,train
looking for rooms near poblacion,get_accommodation_recommendation,train
"hi, share information sa local attractions pls",get_tourism_information,train
uy any affordable accommodation for 2 pax pls,get_accommodation_recommendation,train
calculate room bill for 1 nights now,calculate_accommodation_billing,train
hello calculate tour bill 4 4 guests,calculate_billing,train
calculate tour bill for 2 guests,calculate_billing,train
pls recommend a nature tour in bayawan thanks,get_recommendation,train
hello tourism info about terminal area pls,get_tourism_information,train
best sunset activity for family,get_recommendation,train
hello book na room na may hot shower,book_accommodation,train
book room 5 for 2 nights,book_accommodation,train
recommend a sunset tour in bayawan,get_recommendation,train
pwede pa reserve room 4 from 2026-04-10 to 2026-04-12 now,book_accommodation,test
calculate accom bill pls now,calculate_accommodation_billing,train
"ask lang, tour total payment near terminal area",calculate_billing,train
pa suggest place to stay near kalumboyan,get_accommodation_recommendation,train
"ask lang, looking for rooms near nangka",get_accommodation_recommendation,test
best budget room around 3000 po,get_accommodation_recommendation,train
bill estimate for inn stay near poblacion now,calculate_accommodation_billing,train
uy what are tourist spots in kalumboyan now,get_tourism_information,train
recommend which tour is worth trying,get_recommendation,train
hello find me a quiet room with breakfast,get_accommodation_recommendation,train
"hi, tour reco for 6 guests budget 3000",get_recommendation,train
pls suggest trip idea near terminal area pls,get_recommendation,train
reserve room now budget around 3500 po,book_accommodation,train
share information sa local attractions now,get_tourism_information,train
find me a quiet room with near terminal,get_accommodation_recommendation,train
hello hotel suggestion please with wifi,get_accommodation_recommendation,train
recommend a fun tour for 2 people,get_recommendation,train
"hi, pa compute ng room payment with aircon pls",calculate_accommodation_billing,train
quick question: how much babayaran sa room 72 pls,calculate_accommodation_billing,train
uy tour fee estimate 4 5 pax,calculate_billing,train
what is the tour amount due today,calculate_billing,test
uy how much if family tour 1 days?,calculate_billing,train
uy tour ideas na di mahal?,get_recommendation,train
hello calculate room bill 4 5 nights,calculate_accommodation_billing,train
pls recommend a waterfall tour in bayawan pls,get_recommendation,train
hello how much room 27 from 2026-03-28 to 2026-03-30 thanks,calculate_accommodation_billing,train
uy find me a quiet room with breakfast po,get_accommodation_recommendation,train
uy hm tour package for waterfall trip,calculate_billing,train
quick question: hm tour package for heritage trip,calculate_billing,train
tourism info about nangka,get_tourism_information,train
pa book po ng room from 2026-04-17 to 2026-04-19 pls,book_accommodation,train
"hi, what tour bagay for friends pls",get_recommendation,train
book accommodation with breakfast and parking,book_accommodation,train
hello book room 12 for 1 guests from 2026-03-20 to 2026-03-22,book_accommodation,train
tour ideas na di mahal thanks,get_recommendation,train
"ask lang, facts about tourism sites near bayawan",get_tourism_information,train
reserve a room for my family of 4,book_accommodation,train
"ask lang, tourism info about near downtown",get_tourism_information,train
recommend a low-budget tour option,get_recommendation,train
pls tourist spot background info pls po,get_tourism_information,train
can you calculate excursion cost,calculate_billing,train
uy facts about tourism sites near city proper thanks,get_tourism_information,test
"ask lang, recommend inn in city proper for 2 guests under 1800",get_accommodation_recommendation,train
best budget room around 2500 thanks,get_accommodation_recommendation,train
pa compute tour cost budget 3000 thanks,calculate_billing,train
"hi, inn reco near terminal pls",get_accommodation_recommendation,train
hello bill estimate for inn stay near terminal area po,calculate_accommodation_billing,train
calculate room bill 4 4 nights,calculate_accommodation_billing,train
"hi, facts about tourism sites near poblacion thanks",get_tourism_information,train
hello tour fee estimate for 1 pax,calculate_billing,train
"hi, calculate room bill 4 3 nights",calculate_accommodation_billing,train
hello best farm activity for family,get_recommendation,train
facts about tourism sites near city proper,get_tourism_information,train
uy reserve an inn sa kalumboyan for 1 pax pls,book_accommodation,train
hello best heritage activity for family,get_recommendation,train
can you recommend a calm itinerary,get_recommendation,train
"ask lang, calculate room bill for 4 nights",calculate_accommodation_billing,train
pa compute tour cost budget 1200 now,calculate_billing,train
"hi, how much room 8 from 2026-04-24 to 2026-04-26 pls",calculate_accommodation_billing,val
"ask lang, recommend inn in kalumboyan for 4 guests under 3500",get_accommodation_recommendation,train
"ask lang, where to check official attraction details",get_tourism_information,train
"ask lang, tourism info about villareal",get_tourism_information,val
info sa bayawan,get_tourism_information,train
need accom options with wifi and aircon now,get_accommodation_recommendation,test
"hi, tourism info about poblacion thanks",get_tourism_information,train
how much is the inn stay total from check in friday to sunday,calculate_accommodation_billing,train
"can you reserve for 1 nights, 4 guests thanks",book_accommodation,train
book room quick lang near poblacion now,book_accommodation,train
i need to reserve accommodation for next week,book_accommodation,train
"hi, tour billing breakdown pls now",calculate_billing,train
need bill computation for adventure tour,calculate_billing,val
quick question: tour fee estimate for 3 pax,calculate_billing,train
pls calcuate room bill for 4 nights now,calculate_accommodation_billing,train
suggest trip idea near city proper,get_recommendation,train
hello share information sa local attractions po,get_tourism_information,train
tour total payment near near boulevard,calculate_billing,train
compute lodging cost sa kalumboyan,calculate_accommodation_billing,train
"hi, hm tour package for farm trip?",calculate_billing,train
uy room charge hm with extra guest pls,calculate_accommodation_billing,train
pls suggest hotel or inn from 2026-03-20 to 2026-03-22,get_accommodation_recommendation,train
reserve an inn sa poblacion for 1 pax,book_accommodation,train
tour total payment near terminal area thanks,calculate_billing,train
"ask lang, list must-visit places in bayawan",get_tourism_information,train
pls recommend a adventure tour in bayawan,get_recommendation,train
need outdoor destination reco thanks,get_recommendation,train
hello recommend a nature tour in bayawan,get_recommendation,train
"hi, san okay mag stay 4 5 nights",get_accommodation_recommendation,train
how much is my inn stay for 3 nights,calculate_accommodation_billing,train
how much babayaran sa room 4 thanks,calculate_accommodation_billing,train
best waterfall activity 4 family now,get_recommendation,train
need accom options with near terminal and parking,get_accommodation_recommendation,train
can you list historical places,get_tourism_information,val
looking 4 rooms near city proper now,get_accommodation_recommendation,train
hello what is total sa adventure itinerary,calculate_billing,train
pls what is my accommodation total around budget 2200,calculate_accommodation_billing,train
pa suggest place to stay near near boulevard now,get_accommodation_recommendation,train
i need to book a place near city proper this weekend,book_accommodation,train
quick question: book room quick lang near bayawan thanks,book_accommodation,val
show my room payment total for the weekend,calculate_accommodation_billing,train
tour total payment near kalumboyan,calculate_billing,train
"ask lang, recommend inn in poblacion for 5 guests under 1500 po",get_accommodation_recommendation,train
hello room options na cheap lang,get_accommodation_recommendation,train
tour reco 4 1 guests budget 1200,get_recommendation,train
"ask lang, reserve an inn sa city proper for 6 pax",book_accommodation,train
book accommodation with quiet place and hot shower,book_accommodation,train
"ask lang, i need to book a place near villareal this weekend now",book_accommodation,train
best farm activity for family now,get_recommendation,train
calculate the hotel room bill amount due for this stay,calculate_accommodation_billing,train
book room 68 for 2 from 2026-04-17 to 2026-04-19,book_accommodation,test
"hi, san okay mag stay for 5 nights pls",get_accommodation_recommendation,train
"ask lang, hotel suggestion please with hot shower",get_accommodation_recommendation,val
"hi, tour reco for 5 guests budget 2200 pls",get_recommendation,train
